regime,order,n_train,n_test,reps,noise_sd,fixed_eta,fixed_power_rmse,fixed_vwk_rmse,fixed_power_vwk_ratio,cv_power_rmse,cv_vwk_rmse,cv_power_vwk_ratio,cv_power_eta_median,cv_vwk_eta_median
gaussian,3,2800,1200,40,0.25,0.01,0.1522907177824324,0.020664340970903618,7.369735042451391,0.011702089075650596,0.011120109168179371,1.0523358088189083,0.0001,0.0001
gaussian,5,2800,1200,40,0.25,0.01,0.5496391511939469,0.021536385192619835,25.521420901326525,0.014652341804367381,0.014676964345733628,0.9983223682509385,0.0,0.0
centered_exponential,3,2800,1200,40,0.25,0.01,0.13718207187290546,0.011066728072671986,12.395901568383236,0.011925388746512033,0.010468138967173015,1.1392081041251745,0.0,0.001
centered_exponential,5,2800,1200,40,0.25,0.01,2.1481000425806953,0.2160768449037028,9.941370828225585,0.01702594783035655,0.0291554062014321,0.5839722387239539,0.0,0.0
uniform,3,2800,1200,40,0.25,0.01,0.207008359182759,0.019444159849503633,10.646300009102397,0.010477719042811164,0.011178928664875997,0.9372739872410116,1e-05,0.0
uniform,5,2800,1200,40,0.25,0.01,0.2747318649796228,0.01814109336764371,15.144173474661239,0.012600218913310465,0.011924238261743448,1.056689629704546,1e-05,0.0
contaminated,3,2800,1200,40,0.25,0.01,0.2775888353794678,0.018639009140797774,14.892896574199902,0.012080235942553707,0.012732499971873867,0.9487717234823473,0.0,5e-05
contaminated,5,2800,1200,40,0.25,0.01,1.2063890159495818,0.0678528936644873,17.779477790804656,0.021912126595461958,0.015431700956859373,1.4199424066549218,0.0,0.0001
