name,reps,n,memory,order,noise_sd,oracle_vwk_mse,empirical_vwk_mse,wiener_mse,monomial_ls_mse,huber_mse,wiener_oracle_ratio,wiener_empirical_ratio,empirical_oracle_ratio,oracle_coef_rmse
gaussian_control,150,2500,3,2,0.25,0.013220455466166648,0.009674468894014457,0.013220455466166648,0.00025414344706793695,0.0002637343950522384,1.0,1.3665303605809385,0.7317803020306703,0.03411297467620701
centered_exponential_skew,150,2500,3,2,0.25,0.050597527627125286,0.03715623192134551,0.6809004017683653,0.0002517333785004581,0.000261595585683161,13.45718721250987,18.325335120357067,0.7343487649271244,0.0634568591127172
uniform_platykurtic,150,2500,3,2,0.25,0.00805996445946759,0.005657969644049196,0.008059964459467599,0.00024712204775839263,0.00026014109738486447,1.000000000000001,1.4245329979712273,0.7019844408126508,0.026807446786666855
symmetric_contaminated,150,2500,3,2,0.25,0.05193729092878757,0.03278494648084339,0.05193729092878752,0.0002447228543542235,0.000253648473021378,0.9999999999999991,1.5841810496514022,0.6312409810861254,0.06280337241081463
